,,,,,,,,,,,,,,,,,,,,,
Standard & Poors 500 Index,Last: 4677.0298,Change:  -19.0202,,,,,,,,,,,,,,,,,,,
"Date: January 9, 2022, 3:11 AM EST",Bid: 4619.75,Ask: 4727.2202,Size: 1*1,Volume: 0,,,,,,,,,,,,,,,,,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Jan 14 2022,SPXW220114C04575000,119.82,-18.23,111.2,111.8,6,0.1787,0.8347,0.0023,369,4575.00,SPXW220114P04575000,10.4,-3.75,9.4,9.8,735,0.1794,-0.1661,0.0023,1060
Fri Jan 14 2022,SPXW220114C04580000,116.74,-17.01,106.9,107.5,14,0.1775,0.8242,0.0024,125,4580.00,SPXW220114P04580000,10.18,-4.67,10.1,10.5,1236,0.1781,-0.1766,0.0024,487
Fri Jan 14 2022,SPXW220114C04585000,110.36,-19.09,102.6,103.4,7,0.1766,0.8127,0.0025,6,4585.00,SPXW220114P04585000,11.6,-3.95,10.8,11.2,1275,0.1766,-0.1873,0.0025,554
Fri Jan 14 2022,SPXW220114C04590000,101.69,-23.51,98.4,99,11,0.1748,0.8018,0.0027,73,4590.00,SPXW220114P04590000,12.3,-4,11.6,12,1010,0.1754,-0.1989,0.0027,598
Fri Jan 14 2022,SPXW220114C04595000,108.9,-12,94.2,94.8,5,0.1734,0.7899,0.0028,74,4595.00,SPXW220114P04595000,13.2,-3.9,12.5,12.8,539,0.1742,-0.2111,0.0028,530
Fri Jan 14 2022,SPXW220114C04600000,93.39,-23.41,90.1,90.7,57,0.1721,0.7771,0.0029,642,4600.00,SPXW220114P04600000,14.1,-3.8,13.3,13.7,3639,0.1727,-0.2236,0.0029,5190
Fri Jan 14 2022,SPXW220114C04605000,92.87,-19.78,86,86.6,7,0.1706,0.7641,0.003,37,4605.00,SPXW220114P04605000,13.75,-5,14.2,14.6,520,0.1711,-0.2365,0.003,329
Fri Jan 14 2022,SPXW220114C04610000,86.58,-21.97,82,82.6,19,0.1693,0.7502,0.0031,65,4610.00,SPXW220114P04610000,14.65,-5,15.2,15.6,441,0.1698,-0.2504,0.0031,650
Fri Jan 14 2022,SPXW220114C04615000,82.58,-21.92,78,78.6,27,0.1676,0.736,0.0032,73,4615.00,SPXW220114P04615000,15.51,-5.09,16.2,16.6,266,0.1681,-0.2645,0.0032,406
Fri Jan 14 2022,SPXW220114C04620000,87.53,-12.92,74.1,74.7,8,0.1661,0.721,0.0034,100,4620.00,SPXW220114P04620000,16.77,-4.83,17.3,17.7,345,0.1666,-0.2795,0.0034,735
Fri Jan 14 2022,SPXW220114C04625000,80.8,-15.65,70.3,70.9,14,0.1648,0.7051,0.0035,1277,4625.00,SPXW220114P04625000,18.5,-4.1,18.4,18.8,1189,0.1648,-0.2949,0.0035,2742
Fri Jan 14 2022,SPXW220114C04630000,73.9,-18.65,66.5,67.1,26,0.1631,0.689,0.0036,165,4630.00,SPXW220114P04630000,20.3,-3.35,19.7,20,524,0.1634,-0.3113,0.0036,490
Fri Jan 14 2022,SPXW220114C04635000,63.38,-25.27,62.8,63.3,18,0.1613,0.6722,0.0037,53,4635.00,SPXW220114P04635000,20.3,-4.45,20.9,21.3,250,0.1616,-0.328,0.0037,321
Fri Jan 14 2022,SPXW220114C04640000,66.25,-18.6,59.1,59.7,43,0.1597,0.6546,0.0038,689,4640.00,SPXW220114P04640000,22.7,-3.25,22.3,22.7,543,0.1601,-0.3457,0.0038,920
Fri Jan 14 2022,SPXW220114C04645000,56.71,-24.34,55.5,56.1,12,0.1578,0.6365,0.004,56,4645.00,SPXW220114P04645000,23.13,-4.02,23.6,24.1,425,0.158,-0.3637,0.004,2728
Fri Jan 14 2022,SPXW220114C04650000,56.19,-21.16,52,52.6,101,0.1561,0.6176,0.0041,1303,4650.00,SPXW220114P04650000,25.95,-2.45,25.1,25.6,1841,0.1563,-0.3826,0.0041,3342
Fri Jan 14 2022,SPXW220114C04655000,51.55,-22.1,48.6,49.2,41,0.1543,0.5979,0.0042,121,4655.00,SPXW220114P04655000,28.1,-1.65,26.7,27.2,522,0.1545,-0.4022,0.0042,507
Fri Jan 14 2022,SPXW220114C04660000,53,-17.05,45.3,45.8,122,0.1524,0.5777,0.0043,212,4660.00,SPXW220114P04660000,28.78,-2.42,28.3,28.8,994,0.1524,-0.4223,0.0043,1381
Fri Jan 14 2022,SPXW220114C04665000,50.7,-15.8,42.1,42.6,94,0.1507,0.5567,0.0044,101,4665.00,SPXW220114P04665000,30.1,-2.5,30.1,30.6,385,0.1507,-0.4433,0.0044,312
Fri Jan 14 2022,SPXW220114C04670000,47.3,-15.8,38.9,39.5,134,0.1488,0.5351,0.0045,218,4670.00,SPXW220114P04670000,32.34,-1.76,32,32.5,482,0.149,-0.465,0.0044,663
Fri Jan 14 2022,SPXW220114C04675000,40.4,-19.2,35.9,36.4,420,0.1468,0.5128,0.0045,671,4675.00,SPXW220114P04675000,32.44,-3.26,33.9,34.4,919,0.1468,-0.4872,0.0045,2249
Fri Jan 14 2022,SPXW220114C04680000,35.5,-20.75,32.9,33.5,289,0.1448,0.4899,0.0046,160,4680.00,SPXW220114P04680000,36.6,-0.8,36,36.5,690,0.145,-0.51,0.0046,783
Fri Jan 14 2022,SPXW220114C04685000,30.46,-22.54,30.1,30.6,484,0.1427,0.4665,0.0046,118,4685.00,SPXW220114P04685000,36.7,-2.4,38.1,38.7,498,0.1429,-0.5335,0.0046,655
Fri Jan 14 2022,SPXW220114C04690000,30.05,-19.75,27.4,27.9,680,0.1408,0.4425,0.0047,1244,4690.00,SPXW220114P04690000,41.6,0.7,40.4,40.9,269,0.1408,-0.5575,0.0047,435
Fri Jan 14 2022,SPXW220114C04695000,27.35,-19.3,24.8,25.3,247,0.1387,0.4181,0.0047,204,4695.00,SPXW220114P04695000,41,-1.8,42.8,43.3,359,0.1387,-0.5819,0.0047,430
Fri Jan 14 2022,SPXW220114C04700000,23.42,-20.18,22.3,22.8,2653,0.1366,0.3931,0.0047,2595,4700.00,SPXW220114P04700000,43.92,-0.83,45.3,45.9,755,0.1368,-0.6067,0.0047,7674
Fri Jan 14 2022,SPXW220114C04705000,21.4,-19.3,20,20.5,206,0.1347,0.3682,0.0047,418,4705.00,SPXW220114P04705000,48.48,1.73,48,48.5,295,0.1347,-0.6318,0.0047,252
Fri Jan 14 2022,SPXW220114C04710000,17.9,-19.9,17.9,18.3,250,0.1329,0.3431,0.0046,338,4710.00,SPXW220114P04710000,48.28,-0.62,50.8,51.4,426,0.1329,-0.6568,0.0046,528
Fri Jan 14 2022,SPXW220114C04715000,16.76,-18.24,15.8,16.2,516,0.1307,0.3177,0.0045,227,4715.00,SPXW220114P04715000,54.07,2.92,53.7,54.3,274,0.1307,-0.6823,0.0045,549
Fri Jan 14 2022,SPXW220114C04720000,15.63,-16.67,13.9,14.3,739,0.1287,0.2926,0.0044,623,4720.00,SPXW220114P04720000,54.31,0.86,56.8,57.4,719,0.1287,-0.7074,0.0044,448
Fri Jan 14 2022,SPXW220114C04725000,13.65,-16.15,12.2,12.6,2405,0.1271,0.2684,0.0043,1245,4725.00,SPXW220114P04725000,57.41,1.56,60.1,60.7,111,0.1271,-0.7316,0.0043,1997
Fri Jan 14 2022,SPXW220114C04730000,12.8,-14.5,10.6,11,465,0.1254,0.2443,0.0042,774,4730.00,SPXW220114P04730000,58.75,0.45,63.5,64.1,594,0.1254,-0.7557,0.0042,478
Fri Jan 14 2022,SPXW220114C04735000,10.92,-13.98,9.2,9.5,490,0.1237,0.221,0.004,509,4735.00,SPXW220114P04735000,61.65,0.6,67,67.7,58,0.1237,-0.779,0.004,274
Fri Jan 14 2022,SPXW220114C04740000,9.47,-13.18,7.9,8.2,2116,0.1221,0.1987,0.0038,1456,4740.00,SPXW220114P04740000,68.07,4.32,70.7,71.4,445,0.1221,-0.8013,0.0038,815
Fri Jan 14 2022,SPXW220114C04745000,8.05,-12.45,6.8,7.1,803,0.121,0.1782,0.0036,185,4745.00,SPXW220114P04745000,71.31,4.66,74.6,75.2,100,0.1207,-0.8224,0.0036,269
Fri Jan 14 2022,SPXW220114C04750000,6.6,-11.9,5.8,6.1,1556,0.1198,0.1587,0.0034,2453,4750.00,SPXW220114P04750000,75.13,5.53,78.6,79.2,505,0.1195,-0.842,0.0034,1190
Fri Jan 14 2022,SPXW220114C04755000,6.1,-10.5,4.9,5.2,498,0.1186,0.1402,0.0031,499,4755.00,SPXW220114P04755000,79.54,6.84,82,84.1,58,0.1186,-0.8598,0.0031,266
Fri Jan 14 2022,SPXW220114C04760000,4.4,-10.45,4.1,4.4,1645,0.1173,0.1229,0.0029,1029,4760.00,SPXW220114P04760000,82.77,6.82,86.2,88.9,144,0.1198,-0.8722,0.0029,431
Fri Jan 14 2022,SPXW220114C04765000,4.43,-8.77,3.5,3.8,466,0.117,0.1086,0.0027,256,4765.00,SPXW220114P04765000,89.12,9.77,90.6,92.7,51,0.117,-0.8914,0.0027,653
Fri Jan 14 2022,SPXW220114C04770000,3.15,-8.55,3,3.2,1507,0.1165,0.0952,0.0024,787,4770.00,SPXW220114P04770000,92.23,9.43,95,97,101,0.1155,-0.9067,0.0024,399
Fri Jan 14 2022,SPXW220114C04775000,2.9,-7.45,2.55,2.75,1308,0.1163,0.0836,0.0022,2504,4775.00,SPXW220114P04775000,100.35,13.9,99.5,101.7,176,0.1158,-0.9174,0.0022,1765
Fri Jan 14 2022,SPXW220114C04780000,2.85,-6.2,2.15,2.35,678,0.1161,0.0729,0.002,1143,4780.00,SPXW220114P04780000,103.68,13.48,104.1,106.3,167,0.1155,-0.9281,0.002,436
Fri Jan 14 2022,SPXW220114C04785000,2.2,-5.75,1.85,2,652,0.1162,0.0638,0.0018,2394,4785.00,SPXW220114P04785000,104.51,10.46,108.8,110.8,40,0.1145,-0.939,0.0018,274
Fri Jan 14 2022,SPXW220114C04790000,2.02,-4.93,1.6,1.7,607,0.1164,0.0558,0.0016,466,4790.00,SPXW220114P04790000,103.64,5.59,113.5,116.3,32,0.12,-0.9386,0.0017,628
Fri Jan 14 2022,SPXW220114C04795000,1.38,-4.67,1.35,1.5,772,0.1169,0.0491,0.0014,551,4795.00,SPXW220114P04795000,110.78,9.08,118.3,121.2,41,0.1219,-0.9435,0.0016,208
Fri Jan 14 2022,SPXW220114C04800000,1.25,-4,1.2,1.3,5148,0.1177,0.0435,0.0013,6190,4800.00,SPXW220114P04800000,124.01,18.71,123.1,125.1,578,0.1149,-0.9602,0.0012,4119
Fri Jan 14 2022,SPXW220114C04805000,1.25,-3.3,1,1.1,495,0.1176,0.0374,0.0012,803,4805.00,SPXW220114P04805000,124.48,14.53,128,130.1,6,0.1176,-0.9626,0.0012,119
Fri Jan 14 2022,SPXW220114C04810000,0.98,-2.97,0.9,1,527,0.1192,0.0339,0.0011,1024,4810.00,SPXW220114P04810000,119.52,5.07,132.8,135.7,13,0.1253,-0.9587,0.0012,115
Fri Jan 14 2022,SPXW220114C04815000,0.83,-2.57,0.8,0.85,829,0.1198,0.0298,0.0009,585,4815.00,SPXW220114P04815000,134.3,15.5,137.8,139.7,35,0.1179,-0.9722,0.0009,120
Fri Jan 14 2022,SPXW220114C04820000,0.9,-2.075,0.7,0.75,891,0.1207,0.0264,0.0008,648,4820.00,SPXW220114P04820000,140.6,17.15,140.9,145.9,24,0.1103,-0.9831,0.0006,73
Fri Jan 14 2022,SPXW220114C04825000,0.82,-1.73,0.6,0.7,347,0.122,0.0238,0.0008,5075,4825.00,SPXW220114P04825000,107.59,0,145.8,150.5,0,0.0999,-0.9923,0.0004,22
Fri Jan 14 2022,SPXW220114C04830000,0.71,-1.465,0.55,0.6,300,0.123,0.0211,0.0007,1323,4830.00,SPXW220114P04830000,143,10.5,150.7,156.1,17,0.1167,-0.9839,0.0006,63
Fri Jan 14 2022,SPXW220114C04835000,0.59,-1.285,0.5,0.55,139,0.1246,0.0193,0.0006,194,4835.00,SPXW220114P04835000,58.6,0,155.1,160.4,0,0,-1,0,6
Fri Jan 14 2022,SPXW220114C04840000,0.55,-1.075,0.4,0.5,212,0.1251,0.0168,0.0006,624,4840.00,SPXW220114P04840000,135.12,0,160.1,165.4,0,0,-0.9948,0.0002,67
Fri Jan 14 2022,SPXW220114C04845000,0.5,-0.9,0.35,0.45,230,0.1262,0.015,0.0005,294,4845.00,SPXW220114P04845000,110.66,0,165,170.3,0,0,-1,0,35
Fri Jan 14 2022,SPXW220114C04850000,0.47,-0.73,0.3,0.4,831,0.1271,0.0132,0.0004,5290,4850.00,SPXW220114P04850000,165.79,14.09,170,175.3,13,0,-0.9932,0.0003,105
Fri Jan 14 2022,SPXW220114C04855000,0.4,-0.65,0.3,0.35,74,0.1289,0.0122,0.0004,617,4855.00,SPXW220114P04855000,82,0,174.9,180.9,0,0,-1,0.0003,23
Fri Jan 14 2022,SPXW220114C04860000,0.37,-0.53,0.25,0.35,218,0.1306,0.0112,0.0004,719,4860.00,SPXW220114P04860000,185.17,0,179.9,185.2,0,0,-1,0.0003,57
Fri Jan 14 2022,SPXW220114C04865000,0.35,-0.45,0.2,0.3,283,0.1305,0.0095,0.0003,512,4865.00,SPXW220114P04865000,150.37,0,184.9,190.2,0,0,-0.9974,0.0001,38
Fri Jan 14 2022,SPXW220114C04870000,0.33,-0.37,0.2,0.3,718,0.1335,0.0093,0.0003,470,4870.00,SPXW220114P04870000,116.77,0,189.8,195.2,0,0,-0.9937,0.0002,5
Fri Jan 14 2022,SPXW220114C04875000,0.25,-0.35,0.2,0.25,258,0.1347,0.0084,0.0003,4002,4875.00,SPXW220114P04875000,97.25,0,195.4,200.2,0,0,-0.9956,0.0002,38
Fri Jan 14 2022,SPXW220114C04880000,0.25,-0.3,0.15,0.25,291,0.1357,0.0075,0.0003,887,4880.00,SPXW220114P04880000,198.3,17.05,199.8,205.2,1,0,-0.994,0.0002,0
Fri Jan 14 2022,SPXW220114C04885000,0.2,-0.3,0.15,0.25,124,0.1386,0.0074,0.0002,281,4885.00,SPXW220114P04885000,110.1,0,204.7,210.8,0,0,-0.9977,0.0001,5
Fri Jan 14 2022,SPXW220114C04890000,0.18,-0.27,0.15,0.2,398,0.139,0.0064,0.0002,522,4890.00,SPXW220114P04890000,103.14,0,209.7,215.1,0,0,-0.9976,0.0001,6
Fri Jan 14 2022,SPXW220114C04895000,0.2,-0.2,0.1,0.2,361,0.1395,0.0056,0.0002,309,4895.00,SPXW220114P04895000,0,0,215.3,220.1,0,0,-1,0.0001,0
Fri Jan 14 2022,SPXW220114C04900000,0.15,-0.2,0.1,0.2,202,0.1424,0.0055,0.0002,3221,4900.00,SPXW220114P04900000,203.27,0,220.3,225.1,0,0,-1,0.0001,31
Fri Jan 14 2022,SPXW220114C04905000,0.15,-0.175,0.1,0.2,164,0.1451,0.0054,0.0002,663,4905.00,SPXW220114P04905000,199.83,0,224.7,230.1,0,0,-0.9977,0.0001,0
Fri Jan 14 2022,SPXW220114C04910000,0.15,-0.15,0.1,0.2,59,0.1479,0.0053,0.0002,457,4910.00,SPXW220114P04910000,204.87,0,229.7,235.1,0,0,-0.9978,0.0001,23
Fri Jan 14 2022,SPXW220114C04915000,0.15,-0.125,0.05,0.15,1104,0.1444,0.0038,0.0001,438,4915.00,SPXW220114P04915000,0,0,234.6,240.1,0,0,-1,0.0002,0
Fri Jan 14 2022,SPXW220114C04920000,0.15,-0.1,0.05,0.15,47,0.1471,0.0037,0.0001,2313,4920.00,SPXW220114P04920000,227.07,6.32,239.6,245.1,3,0,-1,0.0002,25
Fri Jan 14 2022,SPXW220114C04925000,0.1,-0.15,0.05,0.15,543,0.1497,0.0037,0.0001,349,4925.00,SPXW220114P04925000,0,0,244.6,250.1,0,0,-1,0.0003,0
Fri Jan 14 2022,SPXW220114C04930000,0.1,-0.15,0.05,0.15,38,0.1521,0.0036,0.0001,118,4930.00,SPXW220114P04930000,0,0,249.6,255.7,0,0,-1,0.0002,0
Fri Jan 14 2022,SPXW220114C04935000,0.1,-0.1,0.05,0.15,30,0.1547,0.0035,0.0001,431,4935.00,SPXW220114P04935000,0,0,254.6,260.1,0,0,-1,0.0001,0
Fri Jan 14 2022,SPXW220114C04940000,0.1,-0.1,0.05,0.15,38,0.1574,0.0035,0.0001,440,4940.00,SPXW220114P04940000,153.08,0,260.3,265.8,0,0.148,-0.9979,0.0001,2
Fri Jan 14 2022,SPXW220114C04945000,0.1,-0.1,0.05,0.15,24,0.16,0.0034,0.0001,16,4945.00,SPXW220114P04945000,0,0,265.3,270.8,0,0.1503,-0.998,0.0001,0
Fri Jan 14 2022,SPXW220114C04950000,0.1,-0.1,0.05,0.1,341,0.1582,0.0027,0.0001,763,4950.00,SPXW220114P04950000,168.07,0,270.3,275.8,0,0.1532,-0.998,0.0001,5
Fri Jan 14 2022,SPXW220114C04955000,0.05,-0.15,0.05,0.15,24,0.1652,0.0033,0.0001,425,4955.00,SPXW220114P04955000,0,0,275.3,280.8,0,0.1559,-0.998,0.0001,0
Fri Jan 14 2022,SPXW220114C04960000,0.05,-0.125,0.05,0.15,25,0.1678,0.0033,0.0001,170,4960.00,SPXW220114P04960000,0,0,280.3,285.8,0,0.1576,-0.9981,0.0001,0
Fri Jan 14 2022,SPXW220114C04965000,0.05,-0.1,0.05,0.15,29,0.1704,0.0032,0.0001,161,4965.00,SPXW220114P04965000,0,0,285.3,290.8,0,0.16,-0.9981,0.0001,0
Fri Jan 14 2022,SPXW220114C04970000,0.05,-0.1,0.05,0.15,24,0.1729,0.0032,0.0001,2235,4970.00,SPXW220114P04970000,0,0,289.6,295.8,0,0,-0.9982,0.0001,0
Fri Jan 14 2022,SPXW220114C04975000,0.05,-0.1,0,0.15,34,0.1708,0.0025,0.0001,305,4975.00,SPXW220114P04975000,0,0,295.3,300.8,0,0.1648,-0.9982,0.0001,0
Fri Jan 14 2022,SPXW220114C04980000,0.05,-0.1,0,0.15,27,0.1734,0.0025,0.0001,258,4980.00,SPXW220114P04980000,0,0,299.6,305.8,0,0,-0.9982,0.0001,0
Fri Jan 14 2022,SPXW220114C04985000,0.05,-0.1,0,0.15,23,0.1759,0.0024,0.0001,118,4985.00,SPXW220114P04985000,0,0,304.6,310.8,0,0,-0.9981,0.0001,0
Fri Jan 14 2022,SPXW220114C04990000,0.05,-0.1,0,0.1,31,0.1722,0.0018,0.0001,545,4990.00,SPXW220114P04990000,0,0,309.6,315.8,0,0,-0.9982,0.0001,0
Fri Jan 14 2022,SPXW220114C04995000,0.05,-0.05,0,0.1,17,0.1747,0.0017,0.0001,90,4995.00,SPXW220114P04995000,218.05,0,314.6,320.8,0,0,-0.9982,0.0001,1
Fri Jan 14 2022,SPXW220114C05000000,0.05,-0.05,0,0.1,29,0.1771,0.0017,0.0001,956,5000.00,SPXW220114P05000000,250.58,0,320.2,325.8,0,0.1451,-0.9998,0,1
Fri Jan 14 2022,SPXW220114C05005000,0.05,-0.05,0,0.1,29,0.1793,0.0017,0,25,5005.00,SPXW220114P05005000,0,0,325.2,330.8,0,0.1451,-0.9999,0,0
Fri Jan 14 2022,SPXW220114C05010000,0.05,-0.05,0,0.1,93,0.1805,0.0015,0,47,5010.00,SPXW220114P05010000,0,0,330.2,335.8,0,0.1451,-0.9999,0,0
Fri Jan 14 2022,SPXW220114C05015000,0.05,-0.05,0,0.1,6,0.1829,0.0015,0,4,5015.00,SPXW220114P05015000,0,0,335.2,340.8,0,0.1451,-0.9999,0,0
Fri Jan 14 2022,SPXW220114C05020000,0.07,-0.005,0,0.1,117,0.1854,0.0015,0,73,5020.00,SPXW220114P05020000,0,0,340.2,345.8,0,0.1451,-0.9999,0,0
Fri Jan 14 2022,SPXW220114C05025000,0.05,-0.05,0,0.1,63,0.1878,0.0015,0,116,5025.00,SPXW220114P05025000,0,0,345.2,350.8,0,0.1452,-0.9999,0,0
Fri Jan 14 2022,SPXW220114C05030000,0.05,-0.025,0,0.1,38,0.1902,0.0015,0,138,5030.00,SPXW220114P05030000,0,0,350.2,355.8,0,0.1452,-0.9999,0,0
Fri Jan 14 2022,SPXW220114C05035000,0.1,0,0,0.1,0,0.1926,0.0015,0,170,5035.00,SPXW220114P05035000,242.45,0,355.2,360.8,0,0.1452,-1,0,35
Fri Jan 14 2022,SPXW220114C05040000,0.08,-0.02,0,0.1,36,0.195,0.0015,0,900,5040.00,SPXW220114P05040000,0,0,360.2,365.8,0,0.1452,-1,0,0
Fri Jan 14 2022,SPXW220114C05045000,0,0,0,0.1,0,0.1974,0.0015,0,0,5045.00,SPXW220114P05045000,252.3,0,365.2,370.8,0,0.1607,-0.9999,0,35
Fri Jan 14 2022,SPXW220114C05050000,0.08,0.03,0.05,0.1,12,0.2071,0.002,0.0001,183,5050.00,SPXW220114P05050000,259.72,0,370.2,375.8,0,0.1607,-0.9999,0,83
Fri Jan 14 2022,SPXW220114C05055000,0,0,0,0.1,0,0.202,0.0014,0,0,5055.00,SPXW220114P05055000,264.74,0,375.2,380.8,0,0.1608,-0.9999,0,84
Fri Jan 14 2022,SPXW220114C05060000,1,0,0,0.1,0,0.2044,0.0014,0,1,5060.00,SPXW220114P05060000,269.58,0,380.2,385.8,0,0.1608,-0.9999,0,83
Fri Jan 14 2022,SPXW220114C05065000,0.45,0,0,0.1,0,0.2067,0.0014,0,36,5065.00,SPXW220114P05065000,274.57,0,385.2,390.8,0,0.1608,-0.9999,0,84
Fri Jan 14 2022,SPXW220114C05070000,0.1,0.05,0,0.1,1,0.2091,0.0014,0,10,5070.00,SPXW220114P05070000,0,0,390.2,395.8,0,0.1763,-0.9998,0,0
Fri Jan 14 2022,SPXW220114C05075000,0.08,0.03,0,0.1,64,0.2114,0.0014,0,287,5075.00,SPXW220114P05075000,0,0,395.2,400.8,0,0.1763,-0.9998,0,0
Fri Jan 14 2022,SPXW220114C05080000,0,0,0,0.1,0,0.2141,0.0014,0,0,5080.00,SPXW220114P05080000,0,0,400.2,405.7,0,0,-0.9999,0,0
Fri Jan 14 2022,SPXW220114C05085000,0.5,0,0,0.1,0,0.2165,0.0014,0,40,5085.00,SPXW220114P05085000,0,0,405.2,410.7,0,0,-0.9999,0,0
Fri Jan 14 2022,SPXW220114C05090000,0,0,0,0.1,0,0.2188,0.0014,0,0,5090.00,SPXW220114P05090000,0,0,410.2,415.7,0,0,-0.9999,0,0
Fri Jan 14 2022,SPXW220114C05095000,0.15,0,0,0.1,0,0.2212,0.0013,0,3,5095.00,SPXW220114P05095000,0,0,415.2,420.7,0,0,-0.9999,0,0
Fri Jan 14 2022,SPXW220114C05100000,0.05,0,0,0.05,88,0.2119,0.0008,0,133,5100.00,SPXW220114P05100000,0,0,420.2,425.7,0,0,-0.9999,0,0
Fri Jan 14 2022,SPXW220114C05105000,0,0,0,0.1,0,0.2258,0.0013,0,0,5105.00,SPXW220114P05105000,0,0,425.2,430.7,0,0,-0.9999,0,0
Fri Jan 14 2022,SPXW220114C05110000,0,0,0,0.1,0,0.2282,0.0013,0,0,5110.00,SPXW220114P05110000,0,0,430.2,435.7,0,0,-0.9976,0.0001,0
Fri Jan 14 2022,SPXW220114C05115000,0,0,0,0.1,0,0.2304,0.0013,0,0,5115.00,SPXW220114P05115000,0,0,435.2,440.7,0,0,-0.9976,0.0001,0
Fri Jan 14 2022,SPXW220114C05120000,0,0,0,0.1,0,0.2327,0.0013,0,0,5120.00,SPXW220114P05120000,0,0,440.2,445.7,0,0,-0.9976,0,0
Fri Jan 14 2022,SPXW220114C05125000,0.05,0,0,0.1,7,0.235,0.0013,0,87,5125.00,SPXW220114P05125000,0,0,445.2,450.7,0,0,-0.9976,0,0
Fri Jan 14 2022,SPXW220114C05130000,0,0,0,0.1,0,0.2373,0.0013,0,0,5130.00,SPXW220114P05130000,0,0,450.2,455.7,0,0,-0.9977,0,0
Fri Jan 14 2022,SPXW220114C05135000,0,0,0,0.1,0,0.2396,0.0013,0,0,5135.00,SPXW220114P05135000,0,0,455.2,460.7,0,0,-0.9977,0,0
Fri Jan 14 2022,SPXW220114C05140000,0,0,0,0.1,0,0.2419,0.0012,0,0,5140.00,SPXW220114P05140000,0,0,460.2,465.7,0,0,-0.9977,0,0
Fri Jan 14 2022,SPXW220114C05145000,0,0,0,0.1,0,0.2442,0.0012,0,0,5145.00,SPXW220114P05145000,0,0,465.2,470.7,0,0,-0.9977,0,0
Fri Jan 14 2022,SPXW220114C05150000,0.08,0.055,0,0.1,18,0.2466,0.0012,0,190,5150.00,SPXW220114P05150000,0,0,470.2,475.7,0,0,-0.9978,0,0
Fri Jan 14 2022,SPXW220114C05155000,0,0,0,0.1,0,0.249,0.0012,0,0,5155.00,SPXW220114P05155000,0,0,475.2,480.7,0,0,-0.9978,0,0
Fri Jan 14 2022,SPXW220114C05160000,0,0,0,0.1,0,0.2513,0.0012,0,0,5160.00,SPXW220114P05160000,0,0,480.2,485.7,0,0,-0.9978,0,0
Fri Jan 14 2022,SPXW220114C05170000,0,0,0,0.1,0,0.2559,0.0012,0,0,5170.00,SPXW220114P05170000,0,0,490.2,495,0,0,-0.9988,0,0
Fri Jan 14 2022,SPXW220114C05175000,0.08,0.03,0,0.1,4,0.2582,0.0012,0,212,5175.00,SPXW220114P05175000,0,0,495.2,500.7,0,0,-0.9999,0,0
Fri Jan 14 2022,SPXW220114C05180000,0,0,0,0.1,0,0.2604,0.0012,0,0,5180.00,SPXW220114P05180000,0,0,500.2,505.7,0,0,-0.9999,0,0
Fri Jan 14 2022,SPXW220114C05190000,0,0,0,0.1,0,0.2641,0.0011,0,0,5190.00,SPXW220114P05190000,0,0,510.2,515.7,0,0,-0.9999,0,0
Fri Jan 14 2022,SPXW220114C05200000,0.06,0.035,0,0.1,2,0.2685,0.0011,0,38,5200.00,SPXW220114P05200000,0,0,520.2,525.7,0,0,-0.9988,0,0
Fri Jan 14 2022,SPXW220114C05210000,0,0,0,0.1,0,0.2729,0.0011,0,0,5210.00,SPXW220114P05210000,0,0,530.2,535.7,0,0,-0.9999,0,0
Fri Jan 14 2022,SPXW220114C05220000,0,0,0,0.1,0,0.2773,0.0011,0,0,5220.00,SPXW220114P05220000,0,0,540.2,545.7,0,0,-0.9972,0,0
Fri Jan 14 2022,SPXW220114C05225000,0.05,0.025,0,0.05,6,0.2657,0.0006,0,14,5225.00,SPXW220114P05225000,0,0,545.2,550.7,0,0,-0.9988,0,0
Fri Jan 14 2022,SPXW220114C05230000,0,0,0,0.05,0,0.2677,0.0006,0,0,5230.00,SPXW220114P05230000,0,0,550.2,555,0,0,-0.9989,0,0
Fri Jan 14 2022,SPXW220114C05240000,0,0,0,0.05,0,0.272,0.0006,0,0,5240.00,SPXW220114P05240000,0,0,560.1,565.7,0,0,-0.9989,0,0
Fri Jan 14 2022,SPXW220114C05250000,0.1,0,0,0.05,0,0.2762,0.0006,0,20,5250.00,SPXW220114P05250000,0,0,570.1,575.7,0,0,-0.9989,0,0
Fri Jan 14 2022,SPXW220114C05260000,0,0,0,0.05,0,0.2804,0.0006,0,0,5260.00,SPXW220114P05260000,0,0,580.1,585.7,0,0,-0.9989,0,0
Fri Jan 14 2022,SPXW220114C05270000,0,0,0,0.05,0,0.2846,0.0006,0,0,5270.00,SPXW220114P05270000,0,0,590.1,595.7,0,0,-0.9989,0,0
Fri Jan 14 2022,SPXW220114C05275000,0.05,0.025,0,0.05,2,0.2867,0.0006,0,8,5275.00,SPXW220114P05275000,570.97,0,595.1,600.7,0,0,-0.9989,0,25
Fri Jan 14 2022,SPXW220114C05300000,0.05,0.025,0,0.05,4,0.297,0.0006,0,731,5300.00,SPXW220114P05300000,595.87,0,620.1,625.7,0,0,-0.9989,0,25
